,cit_dis_sch,school,district,city,enroll_act,testtakers_act,reading_act,english_act,math_act,science_act,num_above21_act,pct_above21_act,enroll_sat,testtakers_sat,num_erw_benchmark_sat,pct_erw_benchmark_sat,num_math_benchmark_sat,pct_math_benchmark_sat,num_tot_benchmark_sat,pct_tot_benchmark_sat,act_participation,sat_participation
853,4615150434803.0,Las Plumas High,Oroville Union High,Butte,218.0,14.0,22.08,21.2,21.42,21.36,7.7,0.55,218.0,28.0,21.0,0.75,13.0,0.4643,13.0,0.4643,0.06422018348623854,0.12844036697247707
854,18641391833805.0,Lassen High,Lassen Union High,Lassen,188.0,27.0,22.0,21.0,21.0,21.0,15.0,0.5556,188.0,40.0,32.0,0.8,17.0,0.425,16.0,0.4,0.14361702127659576,0.2127659574468085
855,39685930116376.0,Lathrop High,Manteca Unified,San Joaquin,321.0,32.0,21.0,21.0,21.0,21.0,17.0,0.5313,321.0,124.0,87.0,0.7016,37.0,0.2984,34.0,0.2742,0.09968847352024922,0.3862928348909657
856,43694274330668.0,Latino College Preparatory Academy,East Side Union High,Santa Clara,93.0,5.0,22.08,21.2,21.42,21.36,2.75,0.55,93.0,54.0,19.0,0.3519,12.0,0.2222,10.0,0.1852,0.053763440860215055,0.5806451612903226
857,10622811033950.0,Laton High,Laton Joint Unified,Fresno,47.0,8.0,22.08,21.2,21.42,21.36,4.4,0.55,47.0,9.0,6.0,0.6836,4.0,0.4786,4.0,0.4529,0.1702127659574468,0.19148936170212766
858,19643521934926.0,Lawndale High,Centinela Valley Union High,Los Angeles,553.0,28.0,18.0,17.0,17.0,18.0,5.0,0.1786,553.0,220.0,107.0,0.4864,55.0,0.25,46.0,0.2091,0.05063291139240506,0.39783001808318263
859,23739162332260.0,Laytonville High,Laytonville Unified,Mendocino,27.0,1.0,22.08,21.2,21.42,21.36,0.55,0.55,27.0,7.0,5.0,0.6836,3.0,0.4786,3.0,0.4529,0.037037037037037035,0.25925925925925924
860,24657302433001.0,Le Grand High,Le Grand Union High,Merced,95.0,33.0,17.0,15.0,17.0,17.0,4.0,0.1212,95.0,46.0,20.0,0.4348,11.0,0.2391,7.0,0.1522,0.3473684210526316,0.4842105263157895
861,38684783830411.0,Leadership High,San Francisco Unified,San Francisco,75.0,26.0,17.0,15.0,16.0,16.0,2.0,0.0769,75.0,42.0,12.0,0.2857,3.0,0.0714,2.0,0.0476,0.3466666666666667,0.56
862,1611920108670.0,Leadership Public Schools - Hayward,Hayward Unified,Alameda,140.0,134.0,19.0,18.0,19.0,19.0,38.99,0.291,140.0,106.0,70.0,0.6604,56.0,0.5283,51.0,0.4811,0.9571428571428572,0.7571428571428571
863,7617960101477.0,Leadership Public Schools: Richmond,West Contra Costa Unified,Contra Costa,149.0,148.0,17.0,15.0,17.0,16.0,18.0,0.1216,149.0,100.0,46.0,0.46,29.0,0.29,23.0,0.23,0.9932885906040269,0.6711409395973155
864,37683380106799.0,Learning Choice Academy,San Diego Unified,San Diego,54.0,5.0,22.08,21.2,21.42,21.36,2.75,0.55,54.0,15.0,14.0,0.9333,6.0,0.4,6.0,0.4,0.09259259259259259,0.2777777777777778
867,19651361932532.0,Learning Post High (Alternative),William S. Hart Union High,Los Angeles,71.0,4.0,22.08,21.2,21.42,21.36,2.2,0.55,71.0,9.0,6.0,0.6836,4.0,0.4786,4.0,0.4529,0.056338028169014086,0.1267605633802817
869,43694014330239.0,Leigh High,Campbell Union High,Santa Clara,415.0,133.0,28.0,28.0,28.0,27.0,120.01,0.9023,415.0,165.0,153.0,0.9273,129.0,0.7818,127.0,0.7697,0.3204819277108434,0.39759036144578314
870,43696664333522.0,Leland High,San Jose Unified,Santa Clara,454.0,164.0,29.0,30.0,29.0,28.0,147.99,0.9024,454.0,133.0,122.0,0.9173,118.0,0.8872,112.0,0.8421,0.36123348017621143,0.29295154185022027
871,16639821635606.0,Lemoore High,Lemoore Union High,Kings,410.0,81.0,20.0,19.0,19.0,19.0,28.0,0.3457,410.0,92.0,66.0,0.7174,33.0,0.3587,29.0,0.3152,0.1975609756097561,0.22439024390243903
872,16639820110205.0,Lemoore Middle College High,Lemoore Union High,Kings,59.0,3.0,22.08,21.2,21.42,21.36,1.65,0.55,59.0,39.0,37.0,0.9487,24.0,0.6154,24.0,0.6154,0.05084745762711865,0.6610169491525424
875,19643521935048.0,Leuzinger High,Centinela Valley Union High,Los Angeles,415.0,33.0,18.0,17.0,17.0,17.0,4.0,0.1212,415.0,170.0,76.0,0.4471,41.0,0.2412,33.0,0.1941,0.07951807228915662,0.40963855421686746
876,20755802030203.0,Liberty High,Golden Valley Unified,Madera,138.0,17.0,23.0,24.0,22.0,22.0,12.0,0.7059,138.0,47.0,40.0,0.8511,23.0,0.4894,21.0,0.4468,0.12318840579710146,0.34057971014492755
877,15635291530476.0,Liberty High,Kern High,Kern,540.0,60.0,23.0,22.0,22.0,22.0,42.0,0.7,540.0,195.0,167.0,0.8564,138.0,0.7077,134.0,0.6872,0.1111111111111111,0.3611111111111111
878,7617210733980.0,Liberty High,Liberty Union High,Contra Costa,610.0,82.0,24.0,22.0,22.0,22.0,55.0,0.6707,610.0,203.0,163.0,0.803,115.0,0.5665,109.0,0.5369,0.13442622950819672,0.33278688524590166
880,34673550119131.0,Liberty Ranch High,Galt Joint Union High,Sacramento,315.0,32.0,23.0,23.0,22.0,22.0,23.0,0.7188,315.0,140.0,108.0,0.7714,76.0,0.5429,73.0,0.5214,0.10158730158730159,0.4444444444444444
881,1612590130575.0,LIFE Academy,Oakland Unified,Alameda,65.0,27.0,20.0,20.0,20.0,20.0,13.0,0.4815,65.0,39.0,25.0,0.641,16.0,0.4103,15.0,0.3846,0.4153846153846154,0.6
882,19734370115725.0,Lifeline Education Charter,Compton Unified,Los Angeles,59.0,36.0,16.0,14.0,16.0,15.0,4.0,0.1111,59.0,21.0,4.0,0.1905,1.0,0.0476,1.0,0.0476,0.6101694915254238,0.3559322033898305
884,38684783833241.0,Lincoln (Abraham) High,San Francisco Unified,San Francisco,519.0,112.0,22.0,21.0,22.0,21.0,64.0,0.5714,519.0,319.0,243.0,0.7618,228.0,0.7147,205.0,0.6426,0.21579961464354527,0.6146435452793835
885,37683380114025.0,Lincoln High,San Diego Unified,San Diego,364.0,81.0,18.0,17.0,18.0,18.0,13.0,0.1605,364.0,157.0,66.0,0.4204,25.0,0.1592,22.0,0.1401,0.22252747252747251,0.43131868131868134
886,31669513134657.0,Lincoln High,Western Placer Unified,Placer,414.0,57.0,24.0,23.0,22.0,23.0,38.0,0.6667,414.0,127.0,104.0,0.8189,69.0,0.5433,66.0,0.5197,0.13768115942028986,0.30676328502415456
887,39685693933801.0,Lincoln High,Lincoln Unified,San Joaquin,676.0,59.0,23.0,22.0,23.0,23.0,43.0,0.7288,676.0,207.0,168.0,0.8116,111.0,0.5362,107.0,0.5169,0.08727810650887574,0.3062130177514793
888,19647330126516.0,Linda Esperanza Marquez High A Huntington Park Institute of Applied Medicine,Los Angeles Unified,Los Angeles,144.0,88.0,16.0,16.0,17.0,17.0,8.0,0.0909,144.0,64.0,34.0,0.5313,10.0,0.1563,9.0,0.1406,0.6111111111111112,0.4444444444444444
889,19647330126524.0,Linda Esperanza Marquez High B LIBRA Academy,Los Angeles Unified,Los Angeles,141.0,37.0,18.0,18.0,18.0,18.0,10.0,0.2703,141.0,81.0,34.0,0.4198,15.0,0.1852,13.0,0.1605,0.2624113475177305,0.574468085106383
890,19647330126532.0,Linda Esperanza Marquez High C School of Social Justice,Los Angeles Unified,Los Angeles,122.0,61.0,16.0,15.0,16.0,17.0,4.0,0.0656,122.0,60.0,25.0,0.4167,9.0,0.15,6.0,0.1,0.5,0.4918032786885246
891,39685773933959.0,Linden High,Linden Unified,San Joaquin,151.0,33.0,22.0,21.0,20.0,21.0,13.0,0.3939,151.0,33.0,26.0,0.7879,14.0,0.4242,14.0,0.4242,0.2185430463576159,0.2185430463576159
892,58727365830013.0,Lindhurst High,Marysville Joint Unified,Yuba,214.0,19.0,22.0,18.0,20.0,20.0,8.0,0.4211,214.0,38.0,23.0,0.6053,14.0,0.3684,13.0,0.3421,0.08878504672897196,0.17757009345794392
893,54719935432414.0,Lindsay Senior High,Lindsay Unified,Tulare,250.0,9.0,22.08,21.2,21.42,21.36,4.95,0.55,250.0,100.0,55.0,0.55,15.0,0.15,12.0,0.12,0.036,0.4
895,19642461995406.0,Littlerock High,Antelope Valley Union High,Los Angeles,336.0,25.0,16.0,15.0,16.0,16.0,2.0,0.08,336.0,63.0,33.0,0.5238,17.0,0.2698,16.0,0.254,0.0744047619047619,0.1875
896,51713995135256.0,Live Oak High,Live Oak Unified,Sutter,129.0,33.0,19.0,20.0,20.0,20.0,12.0,0.3636,129.0,36.0,24.0,0.6667,12.0,0.3333,11.0,0.3056,0.2558139534883721,0.27906976744186046
897,43695834333951.0,Live Oak High,Morgan Hill Unified,Santa Clara,261.0,32.0,23.0,22.0,22.0,21.0,20.0,0.625,261.0,96.0,81.0,0.8438,59.0,0.6146,58.0,0.6042,0.12260536398467432,0.367816091954023
898,1612000134536.0,Livermore High,Livermore Valley Joint Unified,Alameda,437.0,99.0,25.0,24.0,24.0,24.0,80.0,0.8081,437.0,132.0,118.0,0.8939,101.0,0.7652,97.0,0.7348,0.22654462242562928,0.30205949656750575
899,24657892433605.0,Livingston High,Merced Union High,Merced,291.0,51.0,20.0,18.0,19.0,20.0,17.0,0.3333,291.0,91.0,57.0,0.6264,31.0,0.3407,30.0,0.3297,0.17525773195876287,0.3127147766323024
900,30664313033784.0,Loara High,Anaheim Union High,Orange,482.0,53.0,18.0,18.0,18.0,19.0,13.0,0.2453,482.0,129.0,83.0,0.6434,50.0,0.3876,47.0,0.3643,0.10995850622406639,0.2676348547717842
901,39685853934783.0,Lodi High,Lodi Unified,San Joaquin,508.0,121.0,23.0,22.0,23.0,22.0,77.0,0.6364,508.0,153.0,133.0,0.8693,110.0,0.719,107.0,0.6993,0.23818897637795275,0.30118110236220474
902,42692294233060.0,Lompoc High,Lompoc Unified,Santa Barbara,342.0,14.0,22.08,21.2,21.42,21.36,7.7,0.55,342.0,19.0,14.0,0.7368,11.0,0.5789,11.0,0.5789,0.04093567251461988,0.05555555555555555
903,14632891434901.0,Lone Pine High,Lone Pine Unified,Inyo,16.0,1.0,22.08,21.2,21.42,21.36,0.55,0.55,16.0,5.0,3.0,0.6836,2.0,0.4786,2.0,0.4529,0.0625,0.3125
905,30739243033917.0,Los Alamitos High,Los Alamitos Unified,Orange,758.0,262.0,26.0,27.0,26.0,25.0,214.0,0.8168,758.0,319.0,292.0,0.9154,234.0,0.7335,227.0,0.7116,0.34564643799472294,0.420844327176781
906,19734451935246.0,Los Altos High,Hacienda la Puente Unified,Los Angeles,411.0,30.0,21.0,21.0,21.0,22.0,18.0,0.6,411.0,382.0,177.0,0.4634,106.0,0.2775,97.0,0.2539,0.072992700729927,0.9294403892944039
907,43696094334116.0,Los Altos High,Mountain View-Los Altos Union High,Santa Clara,525.0,168.0,29.0,29.0,28.0,28.0,153.0,0.9107,525.0,185.0,164.0,0.8865,139.0,0.7514,137.0,0.7405,0.32,0.3523809523809524
908,30665223033933.0,Los Amigos High,Garden Grove Unified,Orange,416.0,163.0,18.0,17.0,18.0,18.0,40.99,0.2515,416.0,179.0,106.0,0.5922,57.0,0.3184,54.0,0.3017,0.3918269230769231,0.43028846153846156
909,19647330110304.0,Los Angeles Academy of Arts and Enterprise,Los Angeles Unified,Los Angeles,47.0,11.0,22.08,21.2,21.42,21.36,6.05,0.55,47.0,36.0,8.0,0.2222,7.0,0.1944,5.0,0.1389,0.23404255319148937,0.7659574468085106
910,19647331932847.0,Los Angeles Center for Enriched Studies,Los Angeles Unified,Los Angeles,210.0,61.0,27.0,28.0,28.0,27.0,56.0,0.918,210.0,118.0,99.0,0.839,85.0,0.7203,82.0,0.6949,0.2904761904761905,0.5619047619047619
911,19647330117747.0,Los Angeles High School of the Arts,Los Angeles Unified,Los Angeles,108.0,17.0,22.0,22.0,18.0,20.0,10.0,0.5882,108.0,48.0,21.0,0.4375,10.0,0.2083,10.0,0.2083,0.1574074074074074,0.4444444444444444
912,19101990109942.0,Los Angeles International Charter High,Los Angeles County Office of Education,Los Angeles,51.0,2.0,22.08,21.2,21.42,21.36,1.1,0.55,51.0,32.0,13.0,0.4063,1.0,0.0313,1.0,0.0313,0.0392156862745098,0.6274509803921569
914,19647331935352.0,Los Angeles Senior High,Los Angeles Unified,Los Angeles,242.0,9.0,22.08,21.2,21.42,21.36,4.95,0.55,242.0,229.0,82.0,0.3581,47.0,0.2052,42.0,0.1834,0.0371900826446281,0.9462809917355371
915,24657552434207.0,Los Banos High,Los Banos Unified,Merced,303.0,19.0,21.0,20.0,20.0,20.0,8.0,0.4211,303.0,95.0,62.0,0.6526,36.0,0.3789,34.0,0.3579,0.0627062706270627,0.31353135313531355
916,43695344334371.0,Los Gatos High,Los Gatos-Saratoga Joint Union High,Santa Clara,544.0,187.0,29.0,29.0,28.0,28.0,179.0,0.9572,544.0,204.0,198.0,0.9706,183.0,0.8971,182.0,0.8922,0.34375,0.375
918,36676523631058.0,Los Osos High,Chaffey Joint Union High,San Bernardino,763.0,149.0,24.0,24.0,25.0,24.0,106.0,0.7114,763.0,367.0,312.0,0.8501,243.0,0.6621,234.0,0.6376,0.19528178243774574,0.48099606815203144
919,38684783833407.0,Lowell High,San Francisco Unified,San Francisco,678.0,244.0,28.0,28.0,28.0,26.0,218.99,0.8975,678.0,423.0,415.0,0.9811,386.0,0.9125,385.0,0.9102,0.35988200589970504,0.6238938053097345
920,17640221735000.0,Lower Lake High,Konocti Unified,Lake,121.0,14.0,22.08,21.2,21.42,21.36,7.7,0.55,121.0,33.0,24.0,0.7273,7.0,0.2121,7.0,0.2121,0.11570247933884298,0.2727272727272727
921,46701774634259.0,Loyalton High,Sierra-Plumas Joint Unified,Sierra,19.0,3.0,22.08,21.2,21.42,21.36,1.65,0.55,19.0,5.0,3.0,0.6836,2.0,0.4786,2.0,0.4529,0.15789473684210525,0.2631578947368421
922,1612590126748.0,LPS Oakland R & D Campus,Oakland Unified,Alameda,111.0,99.0,15.0,13.0,16.0,16.0,4.0,0.0404,111.0,42.0,16.0,0.381,7.0,0.1667,7.0,0.1667,0.8918918918918919,0.3783783783783784
924,43694270130856.0,Luis Valdez Leadership Academy,East Side Union High,Santa Clara,102.0,22.0,17.0,15.0,16.0,15.0,2.0,0.0909,102.0,34.0,8.0,0.2353,3.0,0.0882,3.0,0.0882,0.21568627450980393,0.3333333333333333
925,34674393431012.0,Luther Burbank High,Sacramento City Unified,Sacramento,449.0,62.0,18.0,16.0,17.0,18.0,12.0,0.1935,449.0,123.0,54.0,0.439,30.0,0.2439,27.0,0.2195,0.13808463251670378,0.2739420935412027
926,43694684334421.0,Lynbrook High,Fremont Union High,Santa Clara,415.0,172.0,32.0,32.0,32.0,31.0,165.0,0.9593,415.0,112.0,108.0,0.9643,106.0,0.9464,106.0,0.9464,0.41445783132530123,0.26987951807228916
927,19647741935436.0,Lynwood High,Lynwood Unified,Los Angeles,473.0,92.0,18.0,17.0,17.0,17.0,18.0,0.1957,473.0,179.0,97.0,0.5419,38.0,0.2123,35.0,0.1955,0.1945031712473573,0.3784355179704017
929,20652432035707.0,Madera High,Madera Unified,Madera,467.0,128.0,20.0,19.0,19.0,20.0,47.0,0.3672,467.0,71.0,48.0,0.6761,26.0,0.3662,25.0,0.3521,0.2740899357601713,0.15203426124197003
930,20652430110965.0,Madera South High,Madera Unified,Madera,621.0,141.0,17.0,15.0,17.0,17.0,18.01,0.1277,621.0,130.0,60.0,0.4615,27.0,0.2077,24.0,0.1846,0.22705314009661837,0.20933977455716588
931,37683383733698.0,Madison High,San Diego Unified,San Diego,221.0,39.0,20.0,19.0,19.0,20.0,16.0,0.4103,221.0,82.0,53.0,0.6463,22.0,0.2683,21.0,0.2561,0.17647058823529413,0.37104072398190047
932,1612596066450.0,Madison Park Academy 6-12,Oakland Unified,Alameda,93.0,8.0,22.08,21.2,21.42,21.36,4.4,0.55,93.0,28.0,11.0,0.3929,4.0,0.1429,4.0,0.1429,0.08602150537634409,0.3010752688172043
933,30664313034204.0,Magnolia High,Anaheim Union High,Orange,419.0,9.0,22.08,21.2,21.42,21.36,4.95,0.55,419.0,124.0,74.0,0.5968,48.0,0.3871,43.0,0.3468,0.021479713603818614,0.29594272076372313
935,19101990115212.0,Magnolia Science Academy 2,Los Angeles County Office of Education,Los Angeles,41.0,13.0,22.08,21.2,21.42,21.36,7.15,0.55,41.0,17.0,10.0,0.5882,6.0,0.3529,6.0,0.3529,0.3170731707317073,0.4146341463414634
936,19101990115030.0,Magnolia Science Academy 3,Los Angeles County Office of Education,Los Angeles,50.0,4.0,22.08,21.2,21.42,21.36,2.2,0.55,50.0,32.0,20.0,0.625,12.0,0.375,11.0,0.3438,0.08,0.64
937,19647330117622.0,Magnolia Science Academy 4,Los Angeles Unified,Los Angeles,43.0,4.0,22.08,21.2,21.42,21.36,2.2,0.55,43.0,25.0,9.0,0.36,3.0,0.12,3.0,0.12,0.09302325581395349,0.5813953488372093
938,30768930130765.0,Magnolia Science Academy Santa Ana,SBE - Magnolia Science Academy Santa Ana,Orange,34.0,3.0,22.08,21.2,21.42,21.36,1.65,0.55,34.0,14.0,10.0,0.6836,7.0,0.4786,6.0,0.4529,0.08823529411764706,0.4117647058823529
940,7100740114470.0,Making Waves Academy,Contra Costa County Office of Education,Contra Costa,83.0,20.0,20.0,19.0,20.0,19.0,10.0,0.5,83.0,77.0,39.0,0.5065,23.0,0.2987,20.0,0.2597,0.24096385542168675,0.927710843373494
941,19649801995737.0,Malibu High,Santa Monica-Malibu Unified,Los Angeles,157.0,36.0,26.0,26.0,24.0,24.0,28.0,0.7778,157.0,72.0,65.0,0.9028,56.0,0.7778,55.0,0.7639,0.22929936305732485,0.4585987261146497
942,26736922630010.0,Mammoth High,Mammoth Unified,Mono,98.0,19.0,26.0,25.0,23.0,24.0,15.0,0.7895,98.0,26.0,24.0,0.9231,15.0,0.5769,15.0,0.5769,0.19387755102040816,0.2653061224489796
944,39685933935103.0,Manteca High,Manteca Unified,San Joaquin,372.0,16.0,23.0,23.0,22.0,22.0,9.0,0.5625,372.0,75.0,43.0,0.5733,25.0,0.3333,25.0,0.3333,0.043010752688172046,0.20161290322580644
945,19647331935519.0,Manual Arts Senior High,Los Angeles Unified,Los Angeles,377.0,80.0,15.0,14.0,16.0,16.0,5.0,0.0625,377.0,208.0,67.0,0.3221,19.0,0.0913,17.0,0.0817,0.21220159151193635,0.5517241379310345
946,37684113733953.0,Mar Vista Senior High,Sweetwater Union High,San Diego,417.0,55.0,20.0,19.0,19.0,20.0,21.0,0.3818,417.0,106.0,74.0,0.6981,35.0,0.3302,34.0,0.3208,0.13189448441247004,0.2541966426858513
947,19647740109538.0,Marco Antonio Firebaugh High,Lynwood Unified,Los Angeles,357.0,68.0,18.0,17.0,17.0,17.0,10.0,0.1471,357.0,105.0,57.0,0.5429,20.0,0.1905,18.0,0.1714,0.19047619047619047,0.29411764705882354
948,49709204930244.0,Maria Carrillo High,Santa Rosa High,Sonoma,352.0,81.0,29.0,28.0,27.0,27.0,76.0,0.9383,352.0,99.0,91.0,0.9192,86.0,0.8687,84.0,0.8485,0.23011363636363635,0.28125
950,27660920111435.0,Marina High,Monterey Peninsula Unified,Monterey,145.0,11.0,22.08,21.2,21.42,21.36,6.05,0.55,145.0,78.0,58.0,0.7436,32.0,0.4103,31.0,0.3974,0.07586206896551724,0.5379310344827586
951,30665483034410.0,Marina High,Huntington Beach Union High,Orange,622.0,84.0,27.0,26.0,26.0,25.0,69.0,0.8214,622.0,196.0,180.0,0.9184,152.0,0.7755,148.0,0.7551,0.13504823151125403,0.31511254019292606
952,22655322235356.0,Mariposa County High,Mariposa County Unified,Mariposa,134.0,16.0,24.0,22.0,23.0,22.0,8.0,0.5,134.0,36.0,33.0,0.9167,27.0,0.75,26.0,0.7222,0.11940298507462686,0.26865671641791045
953,19757131934553.0,Mark Keppel High,Alhambra Unified,Los Angeles,579.0,91.0,27.0,27.0,27.0,26.0,81.0,0.8901,579.0,269.0,241.0,0.8959,230.0,0.855,215.0,0.7993,0.15716753022452504,0.46459412780656306
954,38684783830403.0,Marshall (Thurgood) High,San Francisco Unified,San Francisco,104.0,23.0,16.0,14.0,18.0,17.0,4.0,0.1739,104.0,51.0,11.0,0.2157,12.0,0.2353,8.0,0.1569,0.22115384615384615,0.49038461538461536
955,19648811931674.0,Marshall Fundamental,Pasadena Unified,Los Angeles,269.0,50.0,24.0,23.0,23.0,23.0,36.0,0.72,269.0,158.0,114.0,0.7215,72.0,0.4557,68.0,0.4304,0.18587360594795538,0.587360594795539
956,33672153330859.0,Martin Luther King Jr. High,Riverside Unified,Riverside,759.0,148.0,24.0,23.0,24.0,24.0,102.99,0.6959,759.0,336.0,270.0,0.8036,226.0,0.6726,213.0,0.6339,0.19499341238471674,0.4426877470355731
957,58727365830138.0,Marysville Charter Academy for the Arts,Marysville Joint Unified,Yuba,56.0,1.0,22.08,21.2,21.42,21.36,0.55,0.55,56.0,31.0,28.0,0.9032,17.0,0.5484,17.0,0.5484,0.017857142857142856,0.5535714285714286
958,58727365835202.0,Marysville High,Marysville Joint Unified,Yuba,173.0,22.0,19.0,18.0,19.0,18.0,8.0,0.3636,173.0,50.0,40.0,0.8,27.0,0.54,26.0,0.52,0.12716763005780346,0.28901734104046245
959,19647330126136.0,Math and Science College Preparatory,Los Angeles Unified,Los Angeles,155.0,148.0,16.0,16.0,18.0,17.0,28.0,0.1892,155.0,27.0,21.0,0.7778,14.0,0.5185,13.0,0.4815,0.9548387096774194,0.17419354838709677
960,19647330122333.0,Math Science & Technology Magnet Academy at Roosevelt High,Los Angeles Unified,Los Angeles,104.0,66.0,19.0,19.0,19.0,19.0,21.0,0.3182,104.0,60.0,39.0,0.65,20.0,0.3333,19.0,0.3167,0.6346153846153846,0.5769230769230769
962,48705400123356.0,Matt Garcia Career and College Academy,Fairfield-Suisun Unified,Solano,7.0,1.0,22.08,21.2,21.42,21.36,0.55,0.55,7.0,1.0,1.0,0.6836,0.0,0.4786,0.0,0.4529,0.14285714285714285,0.14285714285714285
964,19643031935618.0,Mayfair High,Bellflower Unified,Los Angeles,452.0,24.0,25.0,24.0,22.0,23.0,19.0,0.7917,452.0,161.0,131.0,0.8137,86.0,0.5342,81.0,0.5031,0.05309734513274336,0.3561946902654867
965,19647330109462.0,Maywood Academy High,Los Angeles Unified,Los Angeles,249.0,26.0,18.0,16.0,17.0,18.0,5.0,0.1923,249.0,109.0,41.0,0.3761,10.0,0.0917,9.0,0.0826,0.10441767068273092,0.43775100401606426
966,19647330135855.0,Maywood Center for Enriched Studies,Los Angeles Unified,Los Angeles,90.0,5.0,22.08,21.2,21.42,21.36,2.75,0.55,90.0,57.0,29.0,0.5088,10.0,0.1754,8.0,0.1404,0.05555555555555555,0.6333333333333333
967,1612590110189.0,McClymonds High,Oakland Unified,Alameda,77.0,45.0,14.0,13.0,15.0,14.0,5.0,0.1111,77.0,45.0,13.0,0.2889,5.0,0.1111,5.0,0.1111,0.5844155844155844,0.5844155844155844
968,15739081534155.0,McFarland High,McFarland Unified,Kern,203.0,16.0,18.0,16.0,19.0,17.0,4.0,0.25,203.0,66.0,25.0,0.3788,7.0,0.1061,6.0,0.0909,0.07881773399014778,0.3251231527093596
969,12626871235209.0,McKinleyville High,Northern Humboldt Union High,Humboldt,143.0,9.0,22.08,21.2,21.42,21.36,4.95,0.55,143.0,35.0,32.0,0.9143,25.0,0.7143,24.0,0.6857,0.06293706293706294,0.24475524475524477
970,10621661034214.0,McLane High,Fresno Unified,Fresno,366.0,51.0,17.0,15.0,17.0,17.0,6.0,0.1176,366.0,57.0,23.0,0.4035,9.0,0.1579,9.0,0.1579,0.13934426229508196,0.1557377049180328
971,23655812333185.0,Mendocino High,Mendocino Unified,Mendocino,44.0,8.0,22.08,21.2,21.42,21.36,4.4,0.55,44.0,17.0,17.0,1.0,12.0,0.7059,12.0,0.7059,0.18181818181818182,0.38636363636363635
972,10751271030493.0,Mendota High,Mendota Unified,Fresno,223.0,82.0,16.0,15.0,17.0,16.0,7.0,0.0854,223.0,69.0,23.0,0.3333,11.0,0.1594,9.0,0.1304,0.36771300448430494,0.3094170403587444
973,41690624133716.0,Menlo-Atherton High,Sequoia Union High,San Mateo,644.0,133.0,28.0,27.0,27.0,26.0,107.0,0.8045,644.0,194.0,154.0,0.7938,134.0,0.6907,130.0,0.6701,0.20652173913043478,0.30124223602484473
974,24657892435204.0,Merced High,Merced Union High,Merced,400.0,52.0,20.0,19.0,20.0,20.0,22.0,0.4231,400.0,110.0,78.0,0.7091,47.0,0.4273,43.0,0.3909,0.13,0.275
976,39754993930302.0,Merrill F. West High,Tracy Joint Unified,San Joaquin,481.0,65.0,20.0,19.0,19.0,20.0,20.0,0.3077,481.0,142.0,109.0,0.7676,67.0,0.4718,65.0,0.4577,0.13513513513513514,0.29521829521829523
977,34674473430048.0,Mesa Verde High,San Juan Unified,Sacramento,211.0,27.0,20.0,19.0,19.0,19.0,10.0,0.3704,211.0,62.0,41.0,0.6613,22.0,0.3548,20.0,0.3226,0.12796208530805686,0.2938388625592417
978,37680490129221.0,MethodSchools,Dehesa Elementary,San Diego,13.0,2.0,22.08,21.2,21.42,21.36,1.1,0.55,13.0,1.0,1.0,0.6836,0.0,0.4786,0.0,0.4529,0.15384615384615385,0.07692307692307693
982,39685853930443.0,Middle College High,Lodi Unified,San Joaquin,61.0,44.0,26.0,26.0,24.0,24.0,35.0,0.7955,61.0,43.0,40.0,0.9302,36.0,0.8372,35.0,0.814,0.7213114754098361,0.7049180327868853
983,19647330102913.0,Middle College High,Los Angeles Unified,Los Angeles,88.0,26.0,19.0,19.0,19.0,18.0,8.0,0.3077,88.0,66.0,44.0,0.6667,19.0,0.2879,17.0,0.2576,0.29545454545454547,0.75
984,36678763631090.0,Middle College High,San Bernardino City Unified,San Bernardino,67.0,47.0,20.0,19.0,20.0,20.0,17.0,0.3617,67.0,50.0,38.0,0.76,26.0,0.52,23.0,0.46,0.7014925373134329,0.746268656716418
986,17640551736008.0,Middletown High,Middletown Unified,Lake,119.0,11.0,22.08,21.2,21.42,21.36,6.05,0.55,119.0,37.0,30.0,0.8108,21.0,0.5676,19.0,0.5135,0.09243697478991597,0.31092436974789917
987,39754990102392.0,Millennium Charter,Tracy Joint Unified,San Joaquin,128.0,10.0,22.08,21.2,21.42,21.36,5.5,0.55,128.0,69.0,51.0,0.7391,37.0,0.5362,34.0,0.4928,0.078125,0.5390625
988,27102720125765.0,Millennium Charter High,Monterey County Office of Education,Monterey,32.0,1.0,22.08,21.2,21.42,21.36,0.55,0.55,32.0,3.0,2.0,0.6836,1.0,0.4786,1.0,0.4529,0.03125,0.09375
989,1612750130286.0,Millennium High Alternative,Piedmont City Unified,Alameda,21.0,5.0,22.08,21.2,21.42,21.36,2.75,0.55,21.0,14.0,10.0,0.6836,7.0,0.4786,6.0,0.4529,0.23809523809523808,0.6666666666666666
990,19647251935758.0,Millikan High,Long Beach Unified,Los Angeles,824.0,71.0,24.0,23.0,23.0,23.0,50.0,0.7042,824.0,461.0,337.0,0.731,215.0,0.4664,211.0,0.4577,0.08616504854368932,0.5594660194174758
991,41690474134557.0,Mills High,San Mateo Union High,San Mateo,299.0,82.0,27.0,27.0,28.0,27.0,72.0,0.878,299.0,147.0,137.0,0.932,132.0,0.898,126.0,0.8571,0.27424749163879597,0.4916387959866221
