,cit_dis_sch,school,district,city,enroll_act,testtakers_act,reading_act,english_act,math_act,science_act,num_above21_act,pct_above21_act,enroll_sat,testtakers_sat,num_erw_benchmark_sat,pct_erw_benchmark_sat,num_math_benchmark_sat,pct_math_benchmark_sat,num_tot_benchmark_sat,pct_tot_benchmark_sat,act_participation,sat_participation
581,30736433032109.0,Foothill High,Tustin Unified,Orange,542.0,155.0,26.0,26.0,25.0,24.0,127.01,0.8194,542.0,219.0,192.0,0.8767,151.0,0.6895,147.0,0.6712,0.2859778597785978,0.4040590405904059
582,34765053433265.0,Foothill High,Twin Rivers Unified,Sacramento,251.0,10.0,22.08,21.2,21.42,21.36,5.5,0.55,251.0,210.0,67.0,0.319,19.0,0.0905,18.0,0.0857,0.0398406374501992,0.8366533864541833
583,56726525630348.0,Foothill Technology High,Ventura Unified,Ventura,222.0,61.0,24.0,23.0,22.0,23.0,34.0,0.5574,222.0,92.0,79.0,0.8587,64.0,0.6957,63.0,0.6848,0.2747747747747748,0.4144144144144144
586,31668940102293.0,Foresthill High,Placer Union High,Placer,52.0,8.0,22.08,21.2,21.42,21.36,4.4,0.55,52.0,12.0,8.0,0.6836,6.0,0.4786,5.0,0.4529,0.15384615384615385,0.23076923076923078
587,23655652331361.0,Fort Bragg High,Fort Bragg Unified,Mendocino,107.0,24.0,25.0,24.0,22.0,23.0,17.0,0.7083,107.0,30.0,27.0,0.9,18.0,0.6,18.0,0.6,0.22429906542056074,0.2803738317757009
588,12628101233402.0,Fortuna Union High,Fortuna Union High,Humboldt,183.0,18.0,23.0,21.0,22.0,22.0,9.0,0.5,183.0,56.0,41.0,0.7321,29.0,0.5179,27.0,0.4821,0.09836065573770492,0.30601092896174864
589,19647336061451.0,Foshay Learning Center,Los Angeles Unified,Los Angeles,166.0,56.0,19.0,18.0,19.0,18.0,19.0,0.3393,166.0,106.0,68.0,0.6415,36.0,0.3396,36.0,0.3396,0.3373493975903614,0.6385542168674698
590,30665483032158.0,Fountain Valley High,Huntington Beach Union High,Orange,805.0,102.0,27.0,26.0,26.0,26.0,87.0,0.8529,805.0,335.0,307.0,0.9164,283.0,0.8448,270.0,0.806,0.1267080745341615,0.4161490683229814
591,10621581032150.0,Fowler High,Fowler Unified,Fresno,203.0,10.0,22.08,21.2,21.42,21.36,5.5,0.55,203.0,76.0,44.0,0.5789,19.0,0.25,18.0,0.2368,0.04926108374384237,0.37438423645320196
592,19647331995448.0,Francisco Bravo Medical Magnet High,Los Angeles Unified,Los Angeles,403.0,101.0,21.0,20.0,21.0,20.0,55.0,0.5446,403.0,274.0,198.0,0.7226,124.0,0.4526,115.0,0.4197,0.2506203473945409,0.6799007444168734
593,39686763932654.0,Franklin High,Stockton Unified,San Joaquin,449.0,57.0,20.0,19.0,20.0,20.0,21.0,0.3684,449.0,153.0,81.0,0.5294,60.0,0.3922,50.0,0.3268,0.12694877505567928,0.34075723830734966
594,34673143430873.0,Franklin High,Elk Grove Unified,Sacramento,595.0,69.0,26.0,25.0,25.0,23.0,57.0,0.8261,595.0,283.0,251.0,0.8869,210.0,0.742,202.0,0.7138,0.11596638655462185,0.4756302521008403
596,50711755030010.0,Fred C. Beyer High,Modesto City High,Stanislaus,397.0,63.0,25.0,25.0,24.0,24.0,47.0,0.746,397.0,101.0,83.0,0.8218,56.0,0.5545,56.0,0.5545,0.15869017632241814,0.25440806045340053
597,7617210730457.0,Freedom High,Liberty Union High,Contra Costa,649.0,89.0,22.0,21.0,20.0,21.0,40.0,0.4494,649.0,184.0,126.0,0.6848,69.0,0.375,66.0,0.3587,0.13713405238828968,0.2835130970724191
598,19649076061634.0,Fremont Academy of Engineering and Design,Pomona Unified,Los Angeles,90.0,19.0,19.0,17.0,18.0,18.0,6.0,0.3158,90.0,43.0,22.0,0.5116,9.0,0.2093,9.0,0.2093,0.2111111111111111,0.4777777777777778
599,1612590125716.0,Fremont High,Oakland Unified,Alameda,154.0,26.0,14.0,14.0,15.0,14.0,2.0,0.0769,154.0,43.0,13.0,0.3023,3.0,0.0698,2.0,0.0465,0.16883116883116883,0.2792207792207792
600,43694684332474.0,Fremont High,Fremont Union High,Santa Clara,508.0,82.0,27.0,27.0,27.0,26.0,66.0,0.8049,508.0,156.0,127.0,0.8141,111.0,0.7115,106.0,0.6795,0.16141732283464566,0.30708661417322836
601,10621661032507.0,Fresno High,Fresno Unified,Fresno,442.0,110.0,17.0,16.0,17.0,17.0,14.0,0.1273,442.0,91.0,43.0,0.4725,9.0,0.0989,8.0,0.0879,0.248868778280543,0.20588235294117646
602,15635290110999.0,Frontier High,Kern High,Kern,576.0,50.0,25.0,23.0,24.0,22.0,38.0,0.76,576.0,192.0,154.0,0.8021,124.0,0.6458,118.0,0.6146,0.08680555555555555,0.3333333333333333
603,30665143032505.0,Fullerton Union High,Fullerton Joint Union High,Orange,467.0,59.0,24.0,24.0,23.0,23.0,42.0,0.7119,467.0,152.0,118.0,0.7763,84.0,0.5526,78.0,0.5132,0.12633832976445397,0.32548179871520344
608,19752911995810.0,Gabrielino High,San Gabriel Unified,Los Angeles,433.0,69.0,28.0,28.0,26.0,26.0,62.0,0.8986,433.0,204.0,172.0,0.8431,163.0,0.799,146.0,0.7157,0.15935334872979215,0.47113163972286376
609,19642121933159.0,Gahr (Richard) High,ABC Unified,Los Angeles,418.0,41.0,21.0,21.0,22.0,22.0,25.0,0.6098,418.0,207.0,154.0,0.744,111.0,0.5362,105.0,0.5072,0.09808612440191387,0.49521531100478466
610,38684783831765.0,Galileo High,San Francisco Unified,San Francisco,462.0,95.0,21.0,20.0,23.0,21.0,55.0,0.5789,462.0,263.0,172.0,0.654,173.0,0.6578,146.0,0.5551,0.20562770562770563,0.5692640692640693
611,34673553433471.0,Galt High,Galt Joint Union High,Sacramento,215.0,26.0,19.0,16.0,19.0,19.0,6.0,0.2308,215.0,74.0,45.0,0.6081,30.0,0.4054,26.0,0.3514,0.12093023255813953,0.34418604651162793
612,19649071933175.0,Ganesha High,Pomona Unified,Los Angeles,207.0,67.0,17.0,16.0,17.0,17.0,11.0,0.1642,207.0,66.0,23.0,0.3485,7.0,0.1061,7.0,0.1061,0.32367149758454106,0.3188405797101449
613,30665223032752.0,Garden Grove High,Garden Grove Unified,Orange,569.0,77.0,24.0,24.0,22.0,23.0,55.0,0.7143,569.0,215.0,175.0,0.814,131.0,0.6093,127.0,0.5907,0.13532513181019332,0.37785588752196836
614,19647331933241.0,Gardena Senior High,Los Angeles Unified,Los Angeles,279.0,24.0,18.0,17.0,17.0,17.0,3.0,0.125,279.0,84.0,40.0,0.4762,16.0,0.1905,11.0,0.131,0.08602150537634409,0.3010752688172043
615,19649071933324.0,Garey High,Pomona Unified,Los Angeles,399.0,23.0,17.0,17.0,18.0,18.0,4.0,0.1739,399.0,125.0,65.0,0.52,42.0,0.336,37.0,0.296,0.05764411027568922,0.3132832080200501
617,38684783830437.0,Gateway High,San Francisco Unified,San Francisco,112.0,39.0,21.0,20.0,19.0,19.0,16.0,0.4103,112.0,64.0,37.0,0.5781,25.0,0.3906,24.0,0.375,0.3482142857142857,0.5714285714285714
620,34674390101899.0,George Washington Carver School of Arts and Science,Sacramento City Unified,Sacramento,50.0,1.0,22.08,21.2,21.42,21.36,0.55,0.55,50.0,8.0,5.0,0.6836,4.0,0.4786,4.0,0.4529,0.02,0.16
621,19647331939305.0,George Washington Preparatory High,Los Angeles Unified,Los Angeles,197.0,4.0,22.08,21.2,21.42,21.36,2.2,0.55,197.0,60.0,15.0,0.25,4.0,0.0667,2.0,0.0333,0.02030456852791878,0.30456852791878175
622,49707060129981.0,Geyserville New Tech Academy,Geyserville Unified,Sonoma,10.0,1.0,22.08,21.2,21.42,21.36,0.55,0.55,10.0,6.0,4.0,0.6836,3.0,0.4786,3.0,0.4529,0.1,0.6
623,43694844332839.0,Gilroy High,Gilroy Unified,Santa Clara,374.0,36.0,22.0,20.0,22.0,21.0,21.0,0.5833,374.0,126.0,83.0,0.6587,55.0,0.4365,50.0,0.3968,0.0962566844919786,0.33689839572192515
624,20764142030237.0,Glacier High School Charter,Yosemite Unified,Madera,27.0,4.0,22.08,21.2,21.42,21.36,2.2,0.55,27.0,6.0,4.0,0.6836,3.0,0.4786,3.0,0.4529,0.14814814814814814,0.2222222222222222
625,19642791933449.0,Gladstone High,Azusa Unified,Los Angeles,266.0,24.0,21.0,21.0,21.0,22.0,13.0,0.5417,266.0,91.0,65.0,0.7143,38.0,0.4176,38.0,0.4176,0.09022556390977443,0.34210526315789475
626,19734451939834.0,Glen A. Wilson High,Hacienda la Puente Unified,Los Angeles,355.0,28.0,25.0,23.0,24.0,24.0,20.0,0.7143,355.0,329.0,205.0,0.6231,170.0,0.5167,152.0,0.462,0.07887323943661972,0.9267605633802817
627,19645681933530.0,Glendale High,Glendale Unified,Los Angeles,547.0,42.0,23.0,22.0,23.0,23.0,29.0,0.6905,547.0,177.0,144.0,0.8136,114.0,0.6441,108.0,0.6102,0.07678244972577697,0.3235831809872029
628,19645761933597.0,Glendora High,Glendora Unified,Los Angeles,591.0,79.0,25.0,23.0,24.0,23.0,66.0,0.8354,591.0,248.0,214.0,0.8629,203.0,0.8185,186.0,0.75,0.13367174280879865,0.4196277495769882
630,47104700117168.0,Golden Eagle Charter,Siskiyou County Office of Education,Siskiyou,50.0,1.0,22.08,21.2,21.42,21.36,0.55,0.55,50.0,10.0,7.0,0.6836,5.0,0.4786,5.0,0.4529,0.02,0.2
631,9737830930073.0,Golden Sierra Junior Senior High,Black Oak Mine Unified,El Dorado,76.0,6.0,22.08,21.2,21.42,21.36,3.3,0.55,76.0,12.0,8.0,0.6836,6.0,0.4786,5.0,0.4529,0.07894736842105263,0.15789473684210525
633,15635290100198.0,Golden Valley High,Kern High,Kern,580.0,22.0,21.0,18.0,19.0,20.0,8.0,0.3636,580.0,173.0,84.0,0.4855,49.0,0.2832,43.0,0.2486,0.03793103448275862,0.2982758620689655
634,24657892430098.0,Golden Valley High,Merced Union High,Merced,397.0,45.0,18.0,16.0,18.0,18.0,10.0,0.2222,397.0,145.0,87.0,0.6,51.0,0.3517,44.0,0.3034,0.11335012594458438,0.36523929471032746
635,19651360102459.0,Golden Valley High,William S. Hart Union High,Los Angeles,479.0,53.0,25.0,23.0,21.0,23.0,37.0,0.6981,479.0,175.0,137.0,0.7829,93.0,0.5314,88.0,0.5029,0.11064718162839249,0.3653444676409186
636,54722565430046.0,Golden West High,Visalia Unified,Tulare,383.0,38.0,21.0,19.0,20.0,21.0,17.0,0.4474,383.0,92.0,67.0,0.7283,33.0,0.3587,30.0,0.3261,0.09921671018276762,0.2402088772845953
637,37683380119610.0,Gompers Preparatory Academy,San Diego Unified,San Diego,125.0,114.0,16.0,15.0,17.0,16.0,12.0,0.1053,125.0,65.0,35.0,0.5385,10.0,0.1538,10.0,0.1538,0.912,0.52
638,27754732730885.0,Gonzales High,Gonzales Unified,Monterey,182.0,63.0,17.0,17.0,17.0,17.0,11.0,0.1746,182.0,54.0,31.0,0.5741,9.0,0.1667,8.0,0.1481,0.34615384615384615,0.2967032967032967
640,19645841996305.0,Gorman Learning Center,Gorman Joint,Los Angeles,113.0,10.0,22.08,21.2,21.42,21.36,5.5,0.55,113.0,25.0,22.0,0.88,12.0,0.48,12.0,0.48,0.08849557522123894,0.22123893805309736
642,50711755031380.0,Grace M. Davis High,Modesto City High,Stanislaus,452.0,11.0,22.08,21.2,21.42,21.36,6.05,0.55,452.0,111.0,63.0,0.5676,34.0,0.3063,30.0,0.2703,0.024336283185840708,0.24557522123893805
643,1612000133397.0,Granada High,Livermore Valley Joint Unified,Alameda,567.0,147.0,27.0,26.0,26.0,25.0,118.0,0.8027,567.0,178.0,157.0,0.882,143.0,0.8034,132.0,0.7416,0.25925925925925924,0.31393298059964725
644,19647331933746.0,Granada Hills Charter High,Los Angeles Unified,Los Angeles,1120.0,204.0,25.0,25.0,24.0,24.0,154.0,0.7549,1120.0,531.0,475.0,0.8945,390.0,0.7345,377.0,0.71,0.18214285714285713,0.47410714285714284
645,36676860125500.0,Grand Terrace High School at the Ray Abril Jr. Educational Complex,Colton Joint Unified,San Bernardino,503.0,38.0,21.0,21.0,20.0,21.0,21.0,0.5526,503.0,166.0,119.0,0.7169,73.0,0.4398,67.0,0.4036,0.07554671968190854,0.33001988071570576
646,31669283130184.0,Granite Bay High,Roseville Joint Union High,Placer,513.0,201.0,26.0,26.0,26.0,25.0,174.99,0.8706,513.0,247.0,230.0,0.9312,209.0,0.8462,206.0,0.834,0.391812865497076,0.48148148148148145
647,36750773630894.0,Granite Hills High,Apple Valley Unified,San Bernardino,371.0,14.0,22.08,21.2,21.42,21.36,7.7,0.55,371.0,77.0,58.0,0.7532,24.0,0.3117,22.0,0.2857,0.03773584905660377,0.20754716981132076
648,37681303732336.0,Granite Hills High,Grossmont Union High,San Diego,557.0,97.0,22.0,20.0,22.0,21.0,55.0,0.567,557.0,138.0,113.0,0.8188,90.0,0.6522,85.0,0.6159,0.1741472172351885,0.24775583482944344
649,54755235430251.0,Granite Hills High,Porterville Unified,Tulare,302.0,41.0,17.0,16.0,17.0,18.0,5.0,0.122,302.0,67.0,35.0,0.5224,12.0,0.1791,11.0,0.1642,0.1357615894039735,0.22185430463576158
650,34765053433794.0,Grant Union High,Twin Rivers Unified,Sacramento,394.0,49.0,20.0,18.0,18.0,18.0,17.0,0.3469,394.0,328.0,103.0,0.314,46.0,0.1402,42.0,0.128,0.12436548223350254,0.8324873096446701
651,33751920105734.0,Great Oak High,Temecula Valley Unified,Riverside,756.0,214.0,24.0,24.0,23.0,23.0,156.99,0.7336,756.0,349.0,313.0,0.8968,245.0,0.702,235.0,0.6734,0.2830687830687831,0.46164021164021163
652,27660682730174.0,Greenfield High,South Monterey County Joint Union High,Monterey,268.0,53.0,17.0,15.0,16.0,16.0,5.0,0.0943,268.0,106.0,45.0,0.4245,9.0,0.0849,8.0,0.0755,0.19776119402985073,0.39552238805970147
653,4755070433953.0,Gridley High,Gridley Unified,Butte,158.0,15.0,22.0,22.0,24.0,22.0,9.0,0.6,158.0,64.0,39.0,0.6094,34.0,0.5313,30.0,0.4688,0.0949367088607595,0.4050632911392405
655,37681303732625.0,Grossmont High,Grossmont Union High,San Diego,539.0,87.0,23.0,22.0,23.0,22.0,51.0,0.5862,539.0,141.0,111.0,0.7872,84.0,0.5957,83.0,0.5887,0.1614100185528757,0.26159554730983303
656,37681303731536.0,Grossmont Middle College High,Grossmont Union High,San Diego,35.0,12.0,22.08,21.2,21.42,21.36,6.6,0.55,35.0,14.0,10.0,0.6836,7.0,0.4786,6.0,0.4529,0.34285714285714286,0.4
658,36678433630928.0,Grove,Redlands Unified,San Bernardino,31.0,3.0,22.08,21.2,21.42,21.36,1.65,0.55,31.0,19.0,16.0,0.8421,14.0,0.7368,13.0,0.6842,0.0967741935483871,0.6129032258064516
659,19647331931864.0,Grover Cleveland Charter High,Los Angeles Unified,Los Angeles,651.0,110.0,26.0,26.0,24.0,24.0,88.0,0.8,651.0,274.0,207.0,0.7555,141.0,0.5146,134.0,0.4891,0.16897081413210446,0.42089093701996927
661,37684523730942.0,Guajome Park Academy Charter,Vista Unified,San Diego,103.0,16.0,27.0,26.0,26.0,26.0,14.0,0.875,103.0,41.0,32.0,0.7805,28.0,0.6829,27.0,0.6585,0.1553398058252427,0.39805825242718446
662,43696664330080.0,Gunderson High,San Jose Unified,Santa Clara,246.0,17.0,24.0,22.0,23.0,22.0,11.0,0.6471,246.0,49.0,43.0,0.8776,31.0,0.6327,31.0,0.6327,0.06910569105691057,0.1991869918699187
663,24736192431807.0,Gustine High,Gustine Unified,Merced,140.0,28.0,20.0,19.0,17.0,19.0,8.0,0.2857,140.0,18.0,9.0,0.5,3.0,0.1667,3.0,0.1667,0.2,0.12857142857142856
664,41688904132817.0,Half Moon Bay High,Cabrillo Unified,San Mateo,223.0,65.0,27.0,26.0,25.0,25.0,50.0,0.7692,223.0,77.0,60.0,0.7792,44.0,0.5714,44.0,0.5714,0.2914798206278027,0.3452914798206278
665,10624141030766.0,Hallmark Charter,Sanger Unified,Fresno,40.0,1.0,22.08,21.2,21.42,21.36,0.55,0.55,40.0,12.0,8.0,0.6836,6.0,0.4786,5.0,0.4529,0.025,0.3
666,11765621133701.0,Hamilton High,Hamilton Unified,Glenn,86.0,30.0,18.0,18.0,18.0,19.0,7.0,0.2333,86.0,25.0,13.0,0.52,5.0,0.2,4.0,0.16,0.3488372093023256,0.29069767441860467
667,33670820106716.0,Hamilton High,Hemet Unified,Riverside,54.0,3.0,22.08,21.2,21.42,21.36,1.65,0.55,54.0,52.0,19.0,0.3654,12.0,0.2308,11.0,0.2115,0.05555555555555555,0.9629629629629629
668,16639251634401.0,Hanford High,Hanford Joint Union High,Kings,335.0,18.0,21.0,21.0,20.0,21.0,9.0,0.5,335.0,79.0,52.0,0.6582,30.0,0.3797,26.0,0.3291,0.05373134328358209,0.23582089552238805
669,16639251630169.0,Hanford West High,Hanford Joint Union High,Kings,301.0,17.0,21.0,20.0,19.0,20.0,9.0,0.5294,301.0,66.0,45.0,0.6818,25.0,0.3788,24.0,0.3636,0.05647840531561462,0.21926910299003322
670,47704664734356.0,Happy Camp High,Siskiyou Union High,Siskiyou,22.0,13.0,22.08,21.2,21.42,21.36,7.15,0.55,22.0,5.0,3.0,0.6836,2.0,0.4786,2.0,0.4529,0.5909090909090909,0.22727272727272727
671,44698234432340.0,Harbor High,Santa Cruz City High,Santa Cruz,179.0,45.0,20.0,19.0,21.0,20.0,17.0,0.3778,179.0,65.0,50.0,0.7692,43.0,0.6615,39.0,0.6,0.25139664804469275,0.36312849162011174
672,54755230116590.0,Harmony Magnet Academy,Porterville Unified,Tulare,109.0,38.0,22.0,21.0,22.0,22.0,21.0,0.5526,109.0,75.0,55.0,0.7333,39.0,0.52,36.0,0.48,0.3486238532110092,0.6880733944954128
675,19643521933951.0,Hawthorne High,Centinela Valley Union High,Los Angeles,498.0,124.0,18.0,17.0,17.0,17.0,20.0,0.1613,498.0,199.0,88.0,0.4422,25.0,0.1256,23.0,0.1156,0.24899598393574296,0.39959839357429716
676,19645920100354.0,Hawthorne Math and Science Academy,Hawthorne,Los Angeles,112.0,112.0,20.0,20.0,21.0,19.0,49.0,0.4375,112.0,64.0,55.0,0.8594,42.0,0.6563,41.0,0.6406,1.0,0.5714285714285714
677,1611920133629.0,Hayward High,Hayward Unified,Alameda,355.0,37.0,21.0,20.0,20.0,20.0,21.0,0.5676,355.0,135.0,79.0,0.5852,53.0,0.3926,46.0,0.3407,0.10422535211267606,0.38028169014084506
678,49753904932554.0,Healdsburg High,Healdsburg Unified,Sonoma,139.0,36.0,24.0,25.0,22.0,22.0,29.0,0.8056,139.0,47.0,39.0,0.8298,29.0,0.617,28.0,0.5957,0.2589928057553957,0.3381294964028777
679,39686760123802.0,Health Careers Academy,Stockton Unified,San Joaquin,96.0,41.0,18.0,17.0,18.0,18.0,11.0,0.2683,96.0,74.0,29.0,0.3919,17.0,0.2297,15.0,0.2027,0.4270833333333333,0.7708333333333334
680,37683380114462.0,Health Sciences High,San Diego Unified,San Diego,141.0,1.0,22.08,21.2,21.42,21.36,0.55,0.55,141.0,58.0,32.0,0.5517,12.0,0.2069,10.0,0.1724,0.0070921985815602835,0.41134751773049644
683,30666700114736.0,Hector G. Godinez,Santa Ana Unified,Orange,627.0,72.0,21.0,18.0,20.0,20.0,33.0,0.4583,627.0,582.0,258.0,0.4433,219.0,0.3763,179.0,0.3076,0.11483253588516747,0.9282296650717703
684,19647330117069.0,Helen Bernstein High,Los Angeles Unified,Los Angeles,124.0,34.0,15.0,14.0,16.0,15.0,4.0,0.1176,124.0,43.0,13.0,0.3023,5.0,0.1163,4.0,0.093,0.27419354838709675,0.3467741935483871
686,37681303732732.0,Helix High,Grossmont Union High,San Diego,578.0,239.0,22.0,21.0,22.0,21.0,134.01,0.5607,578.0,238.0,187.0,0.7857,158.0,0.6639,148.0,0.6218,0.4134948096885813,0.4117647058823529
687,33670823332673.0,Hemet High,Hemet Unified,Riverside,573.0,18.0,25.0,22.0,21.0,20.0,13.0,0.7222,573.0,405.0,204.0,0.5037,103.0,0.2543,98.0,0.242,0.031413612565445025,0.7068062827225131
688,37683383732781.0,Henry High,San Diego Unified,San Diego,506.0,138.0,24.0,24.0,25.0,24.0,104.0,0.7536,506.0,225.0,194.0,0.8622,151.0,0.6711,145.0,0.6444,0.2727272727272727,0.44466403162055335
689,36677103630902.0,Henry J. Kaiser High,Fontana Unified,San Bernardino,516.0,467.0,16.0,14.0,16.0,16.0,63.0,0.1349,516.0,227.0,132.0,0.5815,64.0,0.2819,63.0,0.2775,0.9050387596899225,0.43992248062015504
690,43696414332904.0,Henry M. Gunn High,Palo Alto Unified,Santa Clara,501.0,223.0,29.0,29.0,29.0,28.0,200.99,0.9013,501.0,183.0,175.0,0.9563,172.0,0.9399,170.0,0.929,0.44510978043912175,0.3652694610778443
691,10621661032911.0,Herbert Hoover High,Fresno Unified,Fresno,360.0,31.0,17.0,15.0,17.0,17.0,4.0,0.129,360.0,89.0,36.0,0.4045,15.0,0.1685,14.0,0.1573,0.08611111111111111,0.24722222222222223
692,19645681934082.0,Herbert Hoover High,Glendale Unified,Los Angeles,351.0,11.0,22.08,21.2,21.42,21.36,6.05,0.55,351.0,100.0,85.0,0.85,72.0,0.72,69.0,0.69,0.03133903133903134,0.2849002849002849
693,7617960730598.0,Hercules High,West Contra Costa Unified,Contra Costa,219.0,20.0,23.0,25.0,22.0,23.0,13.0,0.65,219.0,208.0,125.0,0.601,79.0,0.3798,76.0,0.3654,0.091324200913242,0.9497716894977168
694,33672070113191.0,Heritage High,Perris Union High,Riverside,610.0,150.0,19.0,18.0,18.0,19.0,44.0,0.2933,610.0,229.0,145.0,0.6332,57.0,0.2489,56.0,0.2445,0.2459016393442623,0.37540983606557377
695,7617210107797.0,Heritage High,Liberty Union High,Contra Costa,574.0,112.0,26.0,25.0,24.0,25.0,87.0,0.7768,574.0,244.0,212.0,0.8689,158.0,0.6475,156.0,0.6393,0.1951219512195122,0.4250871080139373
698,36750443630407.0,Hesperia High,Hesperia Unified,San Bernardino,445.0,40.0,20.0,18.0,18.0,18.0,9.0,0.225,445.0,108.0,58.0,0.537,21.0,0.1944,16.0,0.1481,0.0898876404494382,0.24269662921348314
700,37683383731247.0,High Tech High,San Diego Unified,San Diego,126.0,25.0,25.0,23.0,22.0,23.0,15.0,0.6,126.0,92.0,64.0,0.6957,30.0,0.3261,28.0,0.3043,0.1984126984126984,0.7301587301587301
701,37764710114678.0,High Tech High Chula Vista,SBC - High Tech High,San Diego,147.0,16.0,22.0,19.0,19.0,19.0,6.0,0.375,147.0,91.0,59.0,0.6484,20.0,0.2198,19.0,0.2088,0.10884353741496598,0.6190476190476191
702,37683380106732.0,High Tech High International,San Diego Unified,San Diego,98.0,22.0,22.0,21.0,20.0,19.0,10.0,0.4545,98.0,77.0,58.0,0.7532,38.0,0.4935,37.0,0.4805,0.22448979591836735,0.7857142857142857
703,37683380108787.0,High Tech High Media Arts,San Diego Unified,San Diego,90.0,38.0,21.0,21.0,19.0,20.0,19.0,0.5,90.0,47.0,28.0,0.5957,14.0,0.2979,13.0,0.2766,0.4222222222222222,0.5222222222222223
704,37764710114694.0,High Tech High North County,SBC - High Tech High,San Diego,95.0,24.0,23.0,22.0,20.0,22.0,13.0,0.5417,95.0,58.0,42.0,0.7241,25.0,0.431,24.0,0.4138,0.25263157894736843,0.6105263157894737
705,19647330100677.0,High Tech LA,Los Angeles Unified,Los Angeles,90.0,15.0,20.0,21.0,21.0,20.0,6.0,0.4,90.0,63.0,56.0,0.8889,45.0,0.7143,42.0,0.6667,0.16666666666666666,0.7
706,15635291533330.0,Highland High,Kern High,Kern,477.0,22.0,22.0,19.0,20.0,20.0,10.0,0.4545,477.0,162.0,99.0,0.6111,51.0,0.3148,47.0,0.2901,0.04612159329140461,0.33962264150943394
707,19642461995398.0,Highland High,Antelope Valley Union High,Los Angeles,691.0,25.0,22.0,21.0,19.0,20.0,12.0,0.48,691.0,161.0,114.0,0.7081,62.0,0.3851,57.0,0.354,0.0361794500723589,0.23299565846599132
709,34765053434370.0,Highlands High,Twin Rivers Unified,Sacramento,143.0,3.0,22.08,21.2,21.42,21.36,1.65,0.55,143.0,134.0,45.0,0.3358,21.0,0.1567,20.0,0.1493,0.02097902097902098,0.9370629370629371
710,19647330126474.0,Hilda L. Solis Learning Academy School of Technology Business and Education,Los Angeles Unified,Los Angeles,67.0,20.0,17.0,16.0,18.0,18.0,2.0,0.1,67.0,41.0,10.0,0.2439,6.0,0.1463,4.0,0.0976,0.29850746268656714,0.6119402985074627
711,33669770125732.0,Hillcrest High,Alvord Unified,Riverside,391.0,17.0,22.0,22.0,22.0,21.0,11.0,0.6471,391.0,123.0,89.0,0.7236,62.0,0.5041,55.0,0.4472,0.043478260869565216,0.3145780051150895
712,41690474133070.0,Hillsdale High,San Mateo Union High,San Mateo,356.0,65.0,26.0,25.0,25.0,25.0,55.0,0.8462,356.0,151.0,125.0,0.8278,114.0,0.755,109.0,0.7219,0.18258426966292135,0.4241573033707865
713,37684113732849.0,Hilltop Senior High,Sweetwater Union High,San Diego,599.0,73.0,21.0,20.0,20.0,21.0,36.0,0.4932,599.0,188.0,141.0,0.75,99.0,0.5266,92.0,0.4894,0.12186978297161936,0.31385642737896496
714,24656982432409.0,Hilmar High,Hilmar Unified,Merced,154.0,26.0,22.0,20.0,20.0,20.0,11.0,0.4231,154.0,46.0,29.0,0.6304,16.0,0.3478,16.0,0.3478,0.16883116883116883,0.2987012987012987
715,34674393434636.0,Hiram W. Johnson High,Sacramento City Unified,Sacramento,364.0,28.0,15.0,15.0,18.0,17.0,1.0,0.0357,364.0,55.0,26.0,0.4727,16.0,0.2909,14.0,0.2545,0.07692307692307693,0.1510989010989011
716,19647331934033.0,Hollywood Senior High,Los Angeles Unified,Los Angeles,334.0,48.0,20.0,20.0,19.0,20.0,21.0,0.4375,334.0,174.0,114.0,0.6552,65.0,0.3736,61.0,0.3506,0.1437125748502994,0.5209580838323353
717,13631491335306.0,Holtville High,Holtville Unified,Imperial,138.0,29.0,20.0,18.0,20.0,19.0,9.0,0.3103,138.0,51.0,40.0,0.7843,19.0,0.3725,18.0,0.3529,0.21014492753623187,0.3695652173913043
718,43694684333316.0,Homestead High,Fremont Union High,Santa Clara,605.0,197.0,30.0,30.0,30.0,29.0,185.0,0.9391,605.0,179.0,167.0,0.933,162.0,0.905,158.0,0.8827,0.3256198347107438,0.2958677685950413
721,37683383732997.0,Hoover High,San Diego Unified,San Diego,489.0,206.0,18.0,17.0,18.0,18.0,49.01,0.2379,489.0,201.0,98.0,0.4876,61.0,0.3035,53.0,0.2637,0.4212678936605317,0.4110429447852761
